mol,name,pIC50,ast_fraglike,b_triple,density,FCharge,GCUT_PEOE_0,GCUT_PEOE_2,GCUT_SLOGP_1,logP(o/w),PEOE_RPC+,PEOE_VSA-0,PEOE_VSA_FPOL,Q_VSA_FPNEG,Q_VSA_FPPOS,VDistEq
O=C(OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1)CCCCCCCC(=O)OC[C@@H]1C=C[C@H](n2c3nc(N)nc(NC4CC4)c3nc2)C1,CHEMBL3220344,5.4202166,0,0,0.75419813,0,-0.82660884,0.084955372,-0.32163051,3.8401201,0.054200709,69.610504,0.1909644,0.19038014,0.22840805,4.8228946
O(C)c1c(/C=C/C=C\2/C(=O)c3c(cc(OC)cc3)C/2)cccc1,CHEMBL3233500,5.4100003,0,0,0.70253497,0,-0.78904158,0.045305096,-0.31254223,4.48,0.12740099,51.228157,0.059761997,0.059761997,0.027214721,3.4868367
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@](O)(C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372488,5.3979402,0,0,0.70990664,0,-0.83709878,0.038534153,-0.34076318,5.1110001,0.029416094,108.45091,0.24356167,0.36282402,0.18727472,4.3045673
O=C1N(C)[C@@H](CCCCCC)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372500,5.3979402,0,0,0.69356054,0,-0.84030873,-0.013576793,-0.31656325,6.9299998,0.030161792,89.703232,0.21215959,0.32651857,0.16086313,4.2981715
O=C(/C=C/c1cc(N2CCNCC2)ccc1)c1c(O)c(C)c(OC)cc1OC,CHEMBL4456657,5.3979402,0,0,0.71681905,0,-0.84459835,0.032219343,-0.33025494,3.2049999,0.096892595,69.97583,0.091493584,0.065827347,0.13371469,3.64083
O=C(Nc1c(-c2nn(-c3cc(OC)c(OC)cc3)nn2)cccc1)c1ccccc1,CHEMBL3885018,5.3946948,0,0,0.75576591,0,-0.80587023,0.060639977,-0.34845281,3.1057401,0.1147844,98.943832,0.10899898,0.12899585,0.086124651,3.729481
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1ccccc1,CHEMBL471170,5.3872161,0,0,0.69763559,0,-0.85058695,0.07269229,-0.28078964,4.4257398,0.11434474,97.557671,0.073685609,0.04354763,0.080900393,4.0077801
O=C(/C=C/c1ccc(OC)cc1)c1cc(Nc2ncnc3c2cc(OC)c(OC)c3)ccc1,CHEMBL3810327,5.3819518,0,0,0.73238498,0,-0.78923237,0.062730365,-0.3272233,4.6367402,0.07477051,87.992867,0.073482201,0.073482201,0.12676507,3.9540687
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1cc(OC)c(OC)cc1,CHEMBL260896,5.3767509,0,0,0.71425831,0,-0.8505879,-0.067939341,-0.3006762,4.1244798,0.093518279,109.81258,0.074205458,0.047999606,0.070345268,4.1551952
S(C)c1ccc(-n2nc(-c3c(NC(=O)c4ccc(OC)cc4)cccc3)nn2)cc1,CHEMBL3885364,5.3767509,0,0,0.76904398,0,-0.80598676,0.08322832,-0.33270186,3.9549999,0.12788565,156.43228,0.10040604,0.16914426,0.084258109,3.808573
O(C)c1c(OC)ccc(CCN(CCN2C(=O)C3C4c5c(cccc5)C(c5c4cccc5)C3C2=O)C)c1,CHEMBL209128,5.3736596,0,0,0.71537107,0,-0.85685587,0.052009311,-0.31214052,3.55674,0.089562938,67.492508,0.12121837,0.067127749,0.054090619,3.9079735
O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCNCCc2cc(OC)c(OC)cc2)c1,CHEMBL1298,5.3726339,0,1,0.68224466,0,-0.85156876,-0.09751936,-0.30713999,5.0834799,0.05055207,105.92529,0.019989729,0.12875634,0.056942295,3.9321554
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H]([C@H](O)C)C(=O)N(C)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@](O)(C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372486,5.3665314,0,0,0.70990664,0,-0.83780205,0.039317422,-0.34081769,5.1110001,0.02941549,108.45091,0.24356167,0.36282402,0.18727472,4.3038921
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1ccc(N)cc1,CHEMBL261632,5.3565474,0,0,0.70544922,0,-0.85058719,0.081819445,-0.28925347,3.7537401,0.10487963,122.06747,0.086338148,0.057155665,0.11718237,4.0618887
O=C(OC)c1c(NC(=O)c2cc3c(nccc3)cc2)cc(-c2ccc(CN3Cc4c(cccc4)CC3)cc2)cc1,CHEMBL2331726,5.3477535,0,0,0.71199471,0,-0.84547174,0.082536198,-0.27382821,6.777,0.11069569,93.273438,0.12416101,0.069751695,0.13644853,4.1333408
O([C@@H]([C@H]1N2C[C@H](C=C)[C@H](C1)CC2)c1c2c(ncc1)ccc(OC)c2)C(=O)CCCCCCCCn1nnc(CCCCCCCCC(O[C@@H]([C@H]2N3C[C@H](C=C)[C@H](C2)CC3)c2c3c(ncc2)ccc(OC)c3)=O)c1,CHEMBL2042914,5.3467875,0,0,0.69511539,0,-0.84887809,0.038097803,-0.29421356,10.813,0.054337353,207.15279,0.078079373,0.15725161,0.052726142,5.0345225
O=C(N(c1ccccc1)C1(COC)CCN(CCc2sccc2)CC1)CC,CHEMBL658,5.3467875,0,0,0.70261902,0,-0.8580929,0.011428702,-0.25300783,3.789,0.11522289,50.613747,0.068977371,0.082758829,0.030779401,3.4793739
FC(F)(F)Oc1ccc(NC(=O)c2c(OCc3nnn(CCN4Cc5c(cc(OC)c(OC)c5)CC4)c3)cccc2)cc1,CHEMBL4078066,5.3448615,0,0,0.80020684,0,-0.84667283,0.001664887,-0.31795412,4.5875001,0.15092334,111.15762,0.092436627,0.17570055,0.11563977,4.419373
O([C@@H]([C@H]1N2C[C@H](C=C)[C@H](C1)CC2)c1c2c(ncc1)ccc(OC)c2)C(=O)CCCCn1nnc(CCCCC(O[C@@H]([C@H]2N3C[C@H](C=C)[C@H](C2)CC3)c2c3c(ncc2)ccc(OC)c3)=O)c1,CHEMBL2042910,5.3372421,0,0,0.7142508,0,-0.84889901,0.038127556,-0.32609436,7.277,0.059564646,207.15279,0.09059184,0.18245168,0.061175674,4.6652064
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372483,5.3372421,0,0,0.7025817,0,-0.83999801,0.031351827,-0.333507,4.3530002,0.029082185,108.45091,0.22671403,0.35215741,0.16941951,4.2967505
O=[N+]([O-])c1cc(C2C(C(=O)OCCN3CCN(C(c4ccccc4)c4ccccc4)CC3)=C(C)NC(C)=C2C(=O)OC)ccc1,CHEMBL1085699,5.3325472,0,0,0.73209751,0,-0.85068953,0.058717933,-0.26910725,5.71,0.086892694,44.120975,0.16628763,0.10759536,0.073469855,4.099709
O=C(/C=C/c1cc(N2CCNCC2)ccc1)c1c(O)c(CC)c(OC)cc1OC,CHEMBL4462087,5.3288274,0,0,0.71057457,0,-0.84459841,0.032204449,-0.32631651,3.6800001,0.094701715,59.92947,0.087735057,0.10781591,0.12822172,3.6589499
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@@H](C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372471,5.3279023,0,0,0.69893605,0,-0.83997649,0.030311517,-0.33401069,5.1529999,0.028738771,108.45091,0.22093406,0.35652682,0.16510023,4.3266616
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1c2c(ncc1)cccc2,CHEMBL258575,5.3279023,0,0,0.70845044,0,-0.85058737,0.062282078,-0.28925887,4.6257401,0.10477607,97.557671,0.080260664,0.052428782,0.089109138,4.1063938
[P-](F)(F)(F)(F)(F)F.[N+](C)(C)=C1C=C2Sc3c(C(c4ccccc4)=C2C=C1)cc1c2N(CCCc32)CCC1,CHEMBL523281,5.3279023,0,0,0.83796769,0,-0.83466715,0.006708968,-0.2288506,8.8908005,0.18737304,72.566299,0.20644768,0.21765542,0.084851995,3.1145205
Clc1cc(N2CCN(CCCN3C(=O)N(CCOc4ccccc4)C(CC)=N3)CC2)ccc1,CHEMBL623,5.3279023,0,0,0.73248047,0,-0.85442621,0.04799008,-0.289958,4.3249998,0.14572142,69.97583,0.067889117,0.089622922,0.11145435,4.0999079
N#Cc1ccc(Nc2c3c(nc(-c4ccccc4)c2)cccc3)cc1,CHEMBL4530796,5.3242216,0,1,0.69341803,0,-0.80204242,0.082679734,-0.26386139,5.1059999,0.096849367,73.529427,0.018347038,0.074283801,0.1334148,3.3938069
O=C(OCC)C=1C(c2cc(OC)c(OC)cc2)c2c(N(Cc3ccccc3)C=1)cccc2,CHEMBL3593417,5.3223929,0,0,0.70418417,0,-0.8135615,0.055175729,-0.28559935,5.2567401,0.12876879,78.883926,0.08058355,0.089678869,0.062826358,3.470361
O(C)c1cc(Nc2nc(-c3cnccc3)nc3c2cccc3)ccc1,CHEMBL4071162,5.3205719,0,0,0.72172564,0,-0.79023659,0.072106786,-0.34182942,3.503,0.094064705,85.784325,0.06114734,0.06114734,0.11708613,3.3174014
O(CCCCN1CCN(C)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL486534,5.3205719,0,0,0.65930808,0,-0.86227262,-0.01210014,-0.30624482,4.2750001,0.04249705,112.41806,0.011555126,0.011555126,0,3.9246266
O=C1N(C)[C@@H](C(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(O)(C)C)C(=O)O[C@@H]1[C@H](CC)C)CCC2,CHEMBL1790675,5.3196645,0,0,0.714306,0,-0.84141994,0.034316182,-0.3147372,5.415,0.040321827,84.555511,0.23480272,0.33812386,0.17342234,4.0515795
O=C(Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1)c1cnccc1,CHEMBL409480,5.318759,0,0,0.7100842,0,-0.85058659,0.077383973,-0.289253,3.19274,0.11155553,97.557671,0.08728788,0.057019178,0.081251308,4.0077801
O=C(Nc1cc2nc(C)sc2cc1)C1CN(c2ncnc(-n3nccc3)c2)CCC1,CHEMBL4434808,5.3160529,0,0,0.77605665,0,-0.82240552,0.049137235,-0.33812416,2.0055301,0.1015818,85.77523,0.11091977,0.14446753,0.24942578,3.7763917
O=C(/C=C/c1cc(N2CCNCC2)ccc1)c1c(OC)cc(OC)cc1,CHEMBL4435080,5.309804,0,0,0.70402282,0,-0.84459805,0.041013751,-0.35888356,3.221,0.097813345,75.737961,0.04989884,0.04989884,0.11590374,3.6415389
[P-](F)(F)(F)(F)(F)F.[N+](C)(C)=C1C=C2[Se]c3c(C(c4ccccc4)=C2C=C1)cc1c2N(CCCc32)CCC1,CHEMBL490121,5.309804,0,0,0.97419733,0,-0.83488035,-0.005561327,-0.25292993,7.9387999,0.23487227,108.1022,0.35686323,0,0,3.1145205
O=[N+]([O-])c1cc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)O[C@H]2CN(Cc3ccccc3)CCC2)ccc1,CHEMBL2218858,5.3045182,0,0,0.74690539,0,-0.84665155,0.023709619,-0.27652353,4.9289999,0.10390975,72.507385,0.20471744,0.13246113,0.11054825,3.7621408
O=C(O[C@@H]1[C@@H](OC(=O)C)C(=C)[C@H](OC(=O)C)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@](O)(C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C(C)(C)C1=O)C(C)C,CHEMBL4449431,5.3010302,0,0,0.7596733,0,-0.78853434,0.045640241,-0.28464189,4.2207398,0.065950289,82.96138,0.27689487,0.39871731,0.16502863,3.5603657
Clc1c(C2=C(OCC(=O)Nc3cc4c(C(=O)OC4)cc3)C(=O)c3c(O2)cccc3)cccc1,CHEMBL4470070,5.3001623,0,0,0.81905258,0,-0.81033301,0.065358974,-0.34841096,4.5879998,0.10911538,75.737961,0.21287586,0.11554223,0.15042704,3.7277634
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@@H]([C@H](O)C)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372502,5.2924299,0,0,0.70292497,0,-0.84001851,0.033906128,-0.33949533,4.5799999,0.027700409,108.45091,0.22936277,0.35516348,0.16916716,4.3202496
O=C(/C=C/c1cc(N2CCNCC2)ccc1)c1c(O)c(CCC)c(OC)cc1OC,CHEMBL4550044,5.29073,0,0,0.70485395,0,-0.84459853,0.032204587,-0.32517138,4.1220002,0.092562996,59.92947,0.084273137,0.10356163,0.12316225,3.6921313
O=C1N(C)[C@@H](C(C)C)C(=O)N[C@H](C(=O)N(C)[C@H](CO)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(O)(C)C)C(=O)O[C@@H]1[C@H](CC)C)CCC2)C1CCCCC1,CHEMBL2369623,5.2873502,0,0,0.71580118,0,-0.84049106,0.028923796,-0.32166812,4.8460002,0.03889586,81.001923,0.24526434,0.32074568,0.17100877,4.0135269
O=C(N([C@H](C(=O)N[C@H](C(=O)N[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@H](C(=O)N1[C@H](C)CCC1)CC)C(C)C)CC(C)C)C)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](N(C=O)C)CC(C)C)C(C)C)CC(C)C)C)C)CC(C)C,CHEMBL2369933,5.2839966,0,0,0.70157123,0,-0.85643882,0.036175232,-0.30766723,6.428,0.027986383,134.55486,0.2352061,0.38117006,0.19523153,4.9180274
O=C(O[C@@H]1[C@@H](OC(=O)C)C(=C)[C@H](OC(=O)C)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@](OC(=O)C)(C)C[C@]2(O)C(=O)[C@@H](C)/C=C/C(C)(C)C1=O)C(C)C,CHEMBL4553769,5.2757239,0,0,0.76229149,0,-0.77102697,0.031394746,-0.28759861,4.56148,0.063330136,82.96138,0.27750814,0.38571075,0.16096596,3.5721886
