mol,name,pIC50,ast_fraglike,b_triple,density,FCharge,GCUT_PEOE_0,GCUT_PEOE_2,GCUT_SLOGP_1,logP(o/w),PEOE_RPC+,PEOE_VSA-0,PEOE_VSA_FPOL,Q_VSA_FPNEG,Q_VSA_FPPOS,VDistEq
O=C(/C=C/c1ccccc1)c1c(OC)c(C)c(O)c(C)c1O,CHEMBL463095,4.6067758,0,0,0.72166586,0,-0.78553516,0.07968618,-0.26386139,3.9890001,0.12047851,51.958797,0.16777909,0.10148074,0.093457222,3.227025
O(CCN1CCN(c2c(OC)cccc2)CC1)c1c(CCc2cc(OC)ccc2)cccc1,CHEMBL514286,4.6020598,0,0,0.6797393,0,-0.84847176,0.036798701,-0.32036081,4.9990001,0.040976524,83.094223,0.015506453,0.015506453,0.054469142,4.0566692
Ic1c(OCCNCC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1,CHEMBL1600,4.5985994,0,0,1.0344875,0,-0.84718496,0.054347105,-0.28379306,7.579,0.1001207,152.63838,0.041702662,0.12527002,0.038061365,3.6581767
O=C(O[C@@H]1[C@@H](O)C(=O)C(C)(C)/C=C/[C@H](C)C(=O)[C@]2(O)[C@H]([C@@H](OC(=O)c3ccccc3)[C@@H](C)C2)[C@@H](OC(=O)C)C1=C)C,CHEMBL4556076,4.5968795,0,0,0.75588149,0,-0.77801549,0.058514733,-0.28443688,4.0009999,0.076645873,72.915016,0.26863179,0.37086317,0.1663786,3.4805951
O=C(Nc1ccccc1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4083430,4.5931191,0,0,0.73132718,0,-0.84667265,0.060391475,-0.31123683,3.18874,0.087779179,86.64782,0.066121668,0.11717118,0.096212164,4.2223129
O(CCOc1c(OCCOC)cc2ncnc(Nc3cc(C#C)ccc3)c2c1)C,CHEMBL553,4.5850267,0,1,0.72823054,0,-0.81188321,-0.002878385,-0.26724949,2.33922,0.053536456,61.274521,0.051707741,0.051707741,0.11473871,3.6301103
S(CC(=O)N1CCN(Cc2ccccc2)CC1)c1n(-c2c(C)cccc2)nnn1,CHEMBL4439850,4.5783958,0,0,0.74958819,0,-0.85196686,0.061419126,-0.32053402,2.2049999,0.12066036,61.738667,0.095771775,0.13492946,0.094867714,3.8608277
O=C(/C=C/c1cc(OC)c(OC)c(OC)c1)c1c(O)c(CC=C(C)C)c(OC)cc1OC,CHEMBL4546355,4.5757718,0,0,0.72231144,0,-0.79019332,-0.087539978,-0.28738108,4.21348,0.078902856,97.42482,0.091915302,0.10052744,0.039079171,3.7026355
O=[N+]([O-])c1c(NC(=O)c2c(OCc3nnn(CCN4Cc5c(cc(OC)c(OC)c5)CC4)c3)cccc2)cccc1,CHEMBL4082474,4.5699248,0,0,0.76921952,0,-0.84667248,0.04261817,-0.32206258,3.1217401,0.087870941,74.392914,0.13728137,0.17339782,0.098636366,4.279592
O=C1N(C)[C@@H](Cc2ccccc2)[C@H](O)CC(=O)O[C@H](CCCCCCC)[C@H](C)C(=O)O[C@H]1C,CHEMBL8097,4.5670309,0,0,0.70490158,0,-0.84334475,0.061385438,-0.29260999,4.5180001,0.0916024,38.358845,0.212892,0.22001536,0.12180299,3.6877658
O=C(/C=C/c1c(OC)c(OC)c(OC)cc1)c1c(O)c(CC=C(C)C)c(OC)cc1OC,CHEMBL4435289,4.5603514,0,0,0.72231144,0,-0.79019397,-0.087542951,-0.28148717,4.1374798,0.078578018,107.47119,0.091915302,0.10052744,0.039079171,3.6818061
O=[N+]([O-])c1cc(NC(=O)c2c(OCc3nnn(CCN4Cc5c(cc(OC)c(OC)c5)CC4)c3)cccc2)ccc1,CHEMBL4060585,4.5576773,0,0,0.76921952,0,-0.84667277,0.042089831,-0.32660222,3.1607399,0.082792856,74.392914,0.13728137,0.17339782,0.098636366,4.3119926
O=C(N1CCN(Cc2sccc2)CC1)c1c2c(nc(-c3cnccc3)c1)cccc2,CHEMBL4561820,4.5559554,0,0,0.73790044,0,-0.85218084,0.075700112,-0.27927601,3.1700001,0.12330975,49.019615,0.094782539,0.062381867,0.098934367,3.6698267
O(C)c1cc(OC)cc(-c2c(-c3ccc(O)cc3)cccc2)c1,CHEMBL207240,4.5528421,0,0,0.70021999,0,-0.79276472,0.048166472,-0.32937163,5.539,0.14024433,70.108681,0.073419496,0.040604737,0.032814763,3.2043834
O([C@@H]([C@@H](OC(=O)C)COC(=O)C)[C@H](OC(=O)C)CNC(=O)c1cc(C)c(C)cc1)C(=O)C,CHEMBL3218370,4.5528421,0,0,0.77232313,0,-0.8286252,-0.068190053,-0.28057638,1.03422,0.08011122,66.422241,0.31427673,0.16364653,0.1687163,3.5845077
O=C(O[C@@H]1[C@@H](OC(=O)c2ccccc2)C(=C)[C@H](O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@](O)(C)C[C@]2(O)[C@H](OC(=O)C)[C@@H](C)/C=C/C(C)(C)C1=O)C,CHEMBL4448129,4.5528421,0,0,0.75834483,0,-0.79100579,0.069254883,-0.28659341,4.90974,0.062180191,107.47119,0.27436766,0.32351136,0.16232829,3.6658137
O(CC=C(C)C)c1c2occc2cc2c1OC(=O)C=C2,CHEMBL453805,4.5528421,0,0,0.74906719,0,-0.83377159,0.04578295,-0.29135278,3.2479999,0.1763484,74.260063,0.13778456,0.13684104,0.11419501,3.031215
O=C1N(C)[C@@H](Cc2ccccc2)[C@@H](O)CC(=O)O[C@H](CCCCCCC)[C@H](C)C(=O)OC1(C)C,CHEMBL290635,4.5466819,0,0,0.70020068,0,-0.84338421,0.053450584,-0.29257116,4.9250002,0.091052309,57.106522,0.20375074,0.24654809,0.10715961,3.6762722
O(C)c1c(C)c(O)c2C(=O)CC(c3ccccc3)Oc2c1,CHEMBL1685067,4.5376019,0,0,0.74209881,0,-0.78770429,0.058955699,-0.28318304,3.2090001,0.12909991,33.211121,0.13480814,0.096849896,0.087090798,3.0831521
O(C)c1c(OC)c2C(=O)C=C(c3cc(OC)c(OC)cc3)Oc2cc1OC,CHEMBL226507,4.5376019,0,0,0.76837093,0,-0.78489882,-0.085929833,-0.36150211,2.48722,0.080150016,36.764713,0.076802753,0.070076659,0.022722976,3.4182661
O=C(OC)c1c(NC(=O)c2nc3c(cc2)cccc3)cc(C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL502503,4.5376019,0,0,0.73468596,0,-0.85058838,0.068998143,-0.31763026,5.5177398,0.078390293,134.32239,0.15048586,0.086008914,0.13406964,4.4598475
Fc1ccc([C@H]2[C@H](COc3cc4OCOc4cc3)CNCC2)cc1,CHEMBL490,4.5257835,0,0,0.75118345,0,-0.8487103,0.048336636,-0.34798974,3.4389999,0.088726334,73.121796,0.064576708,0.025254291,0.098466851,3.4698164
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(O)(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372465,4.5228786,0,0,0.70292497,0,-0.83995247,0.030013867,-0.33651426,4.6290002,0.027693978,127.19859,0.22875625,0.35422429,0.16871981,4.3270555
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/C)C)C(=O)N[C@@H](CC)C(=O)NCC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CO)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372508,4.5228786,0,0,0.70728487,0,-0.83983541,0.035314851,-0.34105769,4.0599999,0.027748266,89.703232,0.23682028,0.33963025,0.18080734,4.3004236
O=C(C)N1[C@@H](Cc2cc(OC)c3OCOc3c2)CN2C(=O)/C(=C/c3ccccc3)/[C@H](c3cc(OC)c4OCOc4c3)[C@H]2C1,CHEMBL4637075,4.5228786,0,0,0.76331657,0,-0.84755176,-0.009154885,-0.38359043,3.9530001,0.06807927,76.601448,0.12621428,0.078182392,0.1383397,3.7780118
O=C(C)N1[C@@H](Cc2ccccc2)CN2C(=O)/C(=C/c3ccccc3)/[C@H](c3cc(OC)c4OCOc4c3)[C@H]2C1,CHEMBL4637554,4.5228786,0,0,0.73050517,0,-0.84752488,0.072425164,-0.36028603,4.257,0.084465392,52.091644,0.12397607,0.070942655,0.10933112,3.6063161
O=C(C)N1[C@@H](Cc2ccccc2)CN2C(=O)[C@]3([C@H](c4ccccc4)O3)[C@H](c3cc(OC)c4OCOc4c3)[C@H]2C1,CHEMBL4639691,4.5228786,0,0,0.75053126,0,-0.84770101,0.065631233,-0.38593388,3.569,0.07906872,39.836739,0.13099536,0.077184595,0.11093366,3.5945048
O=C(C)N1[C@@H](Cc2cc(OC)c3OCOc3c2)CN2C(=O)[C@]3([C@H](c4ccccc4)O3)[C@H](c3cc(OC)c4OCOc4c3)[C@H]2C1,CHEMBL4646024,4.5228786,0,0,0.78148437,0,-0.84772736,-0.043067843,-0.39205167,3.2650001,0.064890958,64.34655,0.13259248,0.083923839,0.14017367,3.7701116
Clc1ccc(CC2=NN(C(=O)c3c2cccc3)C2CCN(C)CCC2)cc1,CHEMBL639,4.5228786,0,0,0.73172933,0,-0.86082941,0.066958979,-0.28820387,5.1599998,0.17040476,101.5082,0.071406052,0.061904192,0.061384682,3.3823411
O=C1N(C)[C@@H](C(C)C)C(=O)N[C@@H](CO)C(=O)N(C)[C@H](C)C(=O)N2[C@H](C(=O)N[C@@H]([C@H](CC)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(O)(C)C)C(=O)O[C@@H]1[C@H](CC)C)CCC2,CHEMBL1790678,4.5086384,0,0,0.7228151,0,-0.84149885,0.02667626,-0.32049161,3.0420001,0.040138356,82.34697,0.25862727,0.35556841,0.18032597,3.9705601
S(CC(=O)N1CCN(Cc2cc3c(OCC3)cc2)CC1)c1oc(-c2ccc(F)cc2)nn1,CHEMBL4446615,4.5086384,0,0,0.79351491,0,-0.85196239,0.019000655,-0.32754275,3.444,0.11295833,74.392914,0.170513,0.13672353,0.1291669,4.0919752
O=C(Nc1ccc(N)cc1)Nc1ccc(CCN2Cc3c(cc(OC)c(OC)c3)CC2)cc1,CHEMBL474757,4.5086384,0,0,0.71106267,0,-0.85057724,0.082359515,-0.30247459,3.38974,0.12065957,122.06747,0.093047939,0.055255409,0.14108682,4.1352139
O(C)c1c(OC)c(OC)c2OC(c3cc(OC)c(OC)cc3)=C(OC)C(=O)c2c1OC,CHEMBL77993,4.5086384,0,0,0.77941412,0,-0.78417087,-0.1071277,-0.31269231,2.1889601,0.07232479,36.764713,0.096299224,0.071197659,0.019368431,3.3895996
O=[N+]([O-])c1c(NC(=O)c2cc(OC)c(O)c(O)c2)ccc(-c2sccc2)c1,CHEMBL1945516,4.5058455,0,0,0.84700626,0,-0.79123253,0.15152627,-0.29623631,3.7290001,0.11263685,38.973251,0.30192256,0.18711106,0.1317565,3.5227463
O=C1N(C)[C@@H](Cc2ccccc2)C(O)CC(=O)O[C@H](CCCCCCC)[C@H](C)C(=O)O[C@H]1C(C)C,CHEMBL2311090,4.5044556,0,0,0.69582617,0,-0.8435657,0.058446147,-0.29258361,5.4899998,0.088559791,19.611166,0.19862905,0.24035057,0.11364265,3.6803291
FC(F)(F)c1ccc(CN2CCN(C=3Oc4c(c(OC)cc(OC)c4)C(=O)C=3)CC2)cc1,CHEMBL3763817,4.5044556,0,0,0.80471557,0,-0.84697109,-0.0570365,-0.3538543,3.90576,0.16233909,51.228157,0.071876414,0.12956293,0.1361977,3.9119909
O(CCN(C)C)c1ccc(/C(=C(/CC)\c2ccccc2)/c2ccccc2)cc1,CHEMBL83,4.5030704,0,0,0.64398539,0,-0.8587603,0.066538081,-0.26386139,6.698,0.047348086,90.731201,0.00597071,0.050678313,0,3.568749
O=C(/C=C/c1cc(N2CCOCC2)ccc1)c1c(O)c(CC=C(C)C)c(OC)cc1OC,CHEMBL4572141,4.5003128,0,0,0.70599824,0,-0.82699358,-0.047487423,-0.27619702,4.29,0.086160623,97.42482,0.083872408,0.092735611,0.096714407,3.7748692
O(C)c1c(OC)ccc(CCN(CCCC(C#N)(C(C)C)c2cc(O)c(O)cc2)C)c1,CHEMBL1945986,4.4989409,0,1,0.68944728,0,-0.8610782,-0.025323927,-0.30257058,5.0717402,0.089272022,115.97165,0.083939143,0.15442584,0.083443783,3.855587
Clc1c(Cl)ccc([C@H]2c3c([C@@H](NC)CC2)cccc3)c1,CHEMBL809,4.4975729,0,0,0.76503032,0,-0.8458606,0.068568178,-0.22158724,5.4619999,0.11761428,71.776741,0.000486459,0.000486459,0.041808318,3.0266428
O=C(Nc1cc(OC)c(OC)c(OC)c1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4101419,4.4959373,0,0,0.74753654,0,-0.84667301,-0.061553612,-0.35577291,2.6302199,0.069296971,86.64782,0.067942359,0.11094351,0.081043564,4.3672976
O(CC=C(C)C)c1c2occc2c(OC)c2c1OC(=O)C=C2,CHEMBL452751,4.4948502,0,0,0.7585156,0,-0.83341348,-0.002613246,-0.30742776,3.1630001,0.14925624,62.005161,0.13114733,0.13030799,0.10158677,3.0925744
Clc1ccc(C(=O)n2c(C)c(CC(=O)O)c3c2ccc(OC)c3)cc1,CHEMBL6,4.4948502,0,0,0.79430062,0,-0.80848604,0.057437699,-0.33647203,4.3730001,0.14082786,106.74055,0.22160752,0.12964949,0.11165193,3.2664471
O=C(/C=C/c1cc(OC)ccc1)c1ccc(Nc2nc(-c3ccccc3)nc3c2cccc3)cc1,CHEMBL3809206,4.493495,0,0,0.70650554,0,-0.78895688,0.072344184,-0.26386139,6.895,0.082600906,112.50268,0.061354179,0.061354179,0.10271018,4.0113697
O=[N+]([O-])c1cc(-c2ccc(NC(=O)c3cc(OC)c(O)c(O)c3)cc2)ccc1,CHEMBL1945977,4.4881167,0,0,0.79781044,0,-0.80936825,0.10780499,-0.33496103,4.2010002,0.10805543,53.436695,0.29410639,0.18226714,0.12834559,3.7434821
O=[N+]([O-])c1cc(CN2CCN(C=3Oc4c(c(OC)cc(OC)c4)C(=O)C=3)CC2)ccc1,CHEMBL3764197,4.4841261,0,0,0.7773273,0,-0.84688133,-0.040114835,-0.3715041,2.9430001,0.10933202,26.718348,0.14805987,0.12597808,0.12491769,3.8213758
O=[N+]([O-])c1ccc(CCN2CCN(C=3Oc4c(c(OC)cc(OC)c4)C(=O)C=3)CC2)cc1,CHEMBL3765024,4.4814858,0,0,0.76864773,0,-0.85236859,-0.040119253,-0.36862803,2.994,0.10792408,35.419662,0.14218132,0.12097626,0.089561939,3.9668446
O=C1N(C)[C@@H](Cc2ccccc2)CCC(=O)O[C@H](CCCCCCC)[C@H](C)C(=O)O[C@H]1C(C)C,CHEMBL40070,4.4723701,0,0,0.68134212,0,-0.84981275,0.050570812,-0.27846381,6.5050001,0.10054418,28.312479,0.16793218,0.23013669,0.096130863,3.6956251
O=[N+]([O-])c1c(NC(=O)c2cc(OC)c(OC)c(OC)c2)ccc(-c2c[n+](C)ccc2)c1.[I-],CHEMBL1945310,4.4685211,0,0,0.93073064,0,-1.0000023,-0.021236474,-0.34405681,5.4094801,0.084120132,51.228157,0.27046618,0.23047309,0.16756584,3.7991993
O(C)c1c(O)c(/C=C/c2cc(OC)cc(OC)c2)ccc1,CHEMBL207244,4.4685211,0,0,0.71475536,0,-0.79278064,-0.020876117,-0.3336488,4.177,0.12691775,51.228157,0.082750984,0.049382392,0.033368591,3.2857966
O=C(OC)c1c(NC(=O)c2nc3c(nc2)cccc3)cc(C(=O)Nc2ccc(CCN3Cc4c(cc(OC)c(OC)c4)CC3)cc2)cc1,CHEMBL506278,4.4685211,0,0,0.74350101,0,-0.85058844,0.059896056,-0.3424798,4.6922698,0.075470626,134.32239,0.15998006,0.09531258,0.14513485,4.4598475
O(C)c1c(CC=C(C)C)c2OC(=O)C=Cc2cc1,CHEMBL52229,4.4685211,0,0,0.70699126,0,-0.78877068,-0.017665198,-0.27845061,3.201,0.23146576,82.96138,0.12923372,0.1282822,0.057111379,2.8705852
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,CHEMBL932,4.4647059,0,0,0.73969865,0,-0.81953233,0.16471931,-0.42861959,-0.24141,0.057271544,34.805252,0.23710741,0.10087346,0.40120041,3.453459
O(CO[C@H]1[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H](CCCCCCC)OC(=O)C1)C,CHEMBL38932,4.4634414,0,0,0.70138752,0,-0.84351653,0.048184618,-0.26386139,5.7600002,0.080534928,19.611166,0.16319896,0.1875283,0.1255673,3.692348
O(C)c1c(OC)cc2c(C(=O)C(CC3CCN(Cc4ccccc4)CC3)C2)c1,CHEMBL502,4.4577971,0,0,0.69049424,0,-0.85221153,0.041017007,-0.27237225,4.14574,0.089655519,90.116791,0.048316352,0.048316352,0.056318801,3.7705595
O(CO[C@H]1[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](C)[C@@H](CCCCCCC)OC(=O)C1)C,CHEMBL40333,4.4571748,0,0,0.69732761,0,-0.84351701,0.034606077,-0.26386139,6.1300001,0.080186479,19.611166,0.1580511,0.21344602,0.12160648,3.6844943
S(C(F)(F)F)c1ccc(CN2CCN(C=3Oc4c(c(OC)cc(OC)c4)C(=O)C=3)CC2)cc1,CHEMBL3765052,4.4365191,0,0,0.82896155,0,-0.84700751,-0.041084483,-0.32948738,5.0057602,0.17459539,70.98877,0.072489932,0.16724969,0.13336682,3.9897363
S(c1ccccc1)C1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(COC(=O)C)O1,CHEMBL3218368,4.4317985,0,0,0.81964874,0,-0.7730276,0.066643544,-0.27335158,1.8294801,0.085959688,24.509808,0.29237711,0.20143522,0.15294927,3.2862723
O=C(Nc1c(-c2nn(-c3ccc(OC)cc3)nn2)cccc1)c1cc(OC)c(OC)cc1,CHEMBL3426398,4.4294572,0,0,0.76195717,0,-0.8059212,0.056487869,-0.3497805,3.0617399,0.10452656,123.45364,0.1066248,0.12510625,0.079597898,3.8509784
O=C(Nc1c(-c2nn(-c3ccc(OC)cc3)nn2)cccc1)c1cc(OC)c(OC)cc1,CHEMBL3426398,4.4294572,0,0,0.76195717,0,-0.8059212,0.056487869,-0.3497805,3.0617399,0.10452656,123.45364,0.1066248,0.12510625,0.079597898,3.8509784
O=C(Nc1ccc(C(C)(C)C)cc1)c1c(OCc2nnn(CCN3Cc4c(cc(OC)c(OC)c4)CC3)c2)cccc1,CHEMBL4093128,4.4293404,0,0,0.71213353,0,-0.84667319,-0.044665895,-0.28055635,4.6877398,0.0834466,88.856354,0.05722592,0.19561483,0.083268158,4.3701191
O=C(OCc1ccccc1)/C(/CCC=C(C)C)=C/1\[C@@H](OC(=O)C)C[C@]2(C)[C@]3(C)[C@@H]([C@H](O)C[C@@H]\12)[C@]1(C)[C@H]([C@H](C)[C@H](O)CC1)CC3,CHEMBL4439071,4.4288735,0,0,0.68652111,0,-0.80382019,-0.008411679,-0.27034169,6.9380002,0.092855908,111.52294,0.15455304,0.22032836,0.11056265,3.759033
Brc1cnc(N/N=C\2/c3[nH]c4c(c3C[C@@H]3N(C)C[C@@H](CC)[C@H]([C@@H]3C(=O)OC)C/2)cccc4)cc1,CHEMBL3605262,4.4243503,0,0,0.80247015,0,-0.85542303,0.03516471,-0.28312659,6.7839999,0.11303902,123.23942,0.078227498,0.1293086,0.10652296,3.4572179
O=C(OC)[C@@H]1[C@H]2N(C)C[C@H](CC)[C@H]1CC(=O)c1n(Cc3ccccc3)c3c(c1C2)cccc3,CHEMBL4060246,4.419189,0,0,0.69907713,0,-0.85532528,0.047788348,-0.28157905,5.0219998,0.11949736,48.611984,0.10027736,0.12456025,0.082217358,3.3747163
Brc1cc([N+](=O)[O-])c(NC(=O)c2cc(OC)c(O)c(O)c2)cc1,CHEMBL1945513,4.415669,0,0,0.98052651,0,-0.7908451,0.12052081,-0.32050246,3.0369999,0.12737057,49.019615,0.33201665,0.20576133,0.14488931,3.2800853
O(C)c1c(OC)c(OC)c2OC(c3ccc(OC)cc3)=CC(=O)c2c1OC,CHEMBL73930,4.4089355,0,0,0.76837093,0,-0.78928256,-0.075563841,-0.33523309,2.4112201,0.07827232,49.019615,0.076802753,0.070076659,0.022722976,3.3575392
O=[N+]([O-])c1c(NC(=O)c2cc(O)c(O)c(O)c2)ccc(-c2cc(C(=O)C)ccc2)c1,CHEMBL1945317,4.4078231,0,0,0.81637496,0,-0.79077786,0.13706595,-0.31806234,3.825,0.10459279,72.184372,0.35807556,0.22393145,0.17231917,3.6860976
O=C(N(NC(=O)c1cc(OCC)ccc1)C(C)(C)C)c1cc(C)cc(C)c1,CHEMBL3813832,4.3990269,0,0,0.68934429,0,-0.85372078,-0.1027341,-0.24050076,4.9660001,0.13480222,178.17766,0.14360759,0.26226935,0.083435275,3.463989
Brc1cnc(N/N=C\2/c3[nH]c4c(c3C[C@@H]3N(C)C[C@H](CC)[C@H]([C@@H]3C(=O)OC)C/2)cccc4)cc1,CHEMBL3605261,4.3987007,0,0,0.80247015,0,-0.85542303,0.03516471,-0.28312659,6.7839999,0.11303902,123.23942,0.078227498,0.1293086,0.10652296,3.4572179
O(C(C)(C)C)C(=O)N1CCN(c2cc(/C=C/C(=O)c3c(OC)cc(OC)cc3O)ccc2)CC1,CHEMBL4464702,4.3984833,0,0,0.72674471,0,-0.83169556,-0.074316405,-0.31321746,4.2849998,0.12769161,119.72609,0.14212148,0.19490974,0.12716678,4.0203128
FC(F)(F)c1cc(N2CCN(CCOc3c(CCc4cc(OC)ccc4)cccc3)CC2)ccc1,CHEMBL457891,4.3979402,0,0,0.73892212,0,-0.84916902,0.028821487,-0.30885616,6.0167599,0.17137855,83.094223,0.029118167,0.084400579,0.073412083,4.1418376
O=[N+]([O-])c1c(NC(=O)c2cc(OC)c(O)c(O)c2)cc(-c2ccccc2)cc1,CHEMBL1945515,4.3957739,0,0,0.79781044,0,-0.7910313,0.10718738,-0.30130503,4.1989999,0.11365399,53.436695,0.29410639,0.18226714,0.12834559,3.490591
O=[N+]([O-])c1c(NC(=O)c2cc(O)c(O)cc2)ccc(-c2ccccc2)c1,CHEMBL1945511,4.3946948,0,0,0.79321325,0,-0.79086,0.12264542,-0.31224117,4.2080002,0.12752108,53.436695,0.31537256,0.19254443,0.14095633,3.5302129
O=C1c2c(O)c(O)c(O)cc2OC(c2ccccc2)=C1,CHEMBL8260,4.3872161,0,0,0.80731207,0,-0.75501138,0.15986584,-0.30751243,2.493,0.11142263,0,0.29170248,0.15288666,0.1635084,3.0326366
O(CO[C@@H]1[C@H](Cc2ccccc2)N(C)C(=O)[C@H](C(C)C)OC(=O)[C@@H](C)[C@@H](CCCCCCC)OC(=O)C1)C,CHEMBL288124,4.3819518,0,0,0.69732761,0,-0.84351701,0.034606077,-0.26386139,6.1300001,0.080186479,19.611166,0.1580511,0.21344602,0.12160648,3.6844943
Clc1ccc(CC2=NN(C(=O)c3c2cccc3)C2CCNCCC2)cc1,CHEMBL2074921,4.3788238,0,0,0.74187469,0,-0.85131425,0.084377982,-0.30629489,4.8920002,0.1700657,91.461838,0.077465229,0.067210034,0.091301762,3.3226037
O=C1N(C)[C@@H]([C@H](O)[C@@H](C/C=C/CC)C)C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CO)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H]1C(C)C,CHEMBL2372491,4.3767509,0,0,0.70292497,0,-0.84000748,0.033948649,-0.33823958,4.7319999,0.027629972,79.656868,0.22936277,0.3420701,0.16916716,4.3224292
O(CC)c1c(O)ccc(/C=C/c2cc(OC)cc(OC)c2)c1,CHEMBL381734,4.3767509,0,0,0.70667607,0,-0.79278064,-0.026971104,-0.34214804,4.5570002,0.12495902,84.439278,0.078385271,0.10417441,0.031608161,3.4108922
O(C)c1cc(OC)cc(/C=C/c2ccc(O)cc2)c1,CHEMBL83527,4.3767509,0,0,0.70122659,0,-0.79278064,0.036159322,-0.33290568,4.2249999,0.15241121,65.691597,0.083341934,0.04609235,0.037249584,3.2661514
O=C1N(C)[C@@H](Cc2ccccc2)[C@@H](O)CC(=O)O[C@H](CCCCCCC)[C@H](C)C(=O)O[C@H]1C(C)C,CHEMBL290432,4.3746877,0,0,0.69582617,0,-0.8435657,0.058446147,-0.29258361,5.4899998,0.088559791,19.611166,0.19862905,0.24035057,0.11364265,3.6803291
O=C(/C=C/c1cc(N2CCN(C(=O)c3cc(OC)c(OC)cc3)CC2)ccc1)c1c(OC)cc(OC)cc1O,CHEMBL4469398,4.3735571,0,0,0.73817337,0,-0.84390461,-0.010285147,-0.36185727,4.1497402,0.077622861,100.24777,0.12352,0.081361867,0.10527328,4.1979609
Clc1cc2c(C(=C3CCNCC3)c3ncccc3CC2)cc1,CHEMBL1172,4.3665314,0,0,0.72496176,0,-0.84760177,0.062574953,-0.29299536,3.431,0.1111178,104.58023,0.02061669,0.028440908,0.054269247,2.8896117
Clc1c(C(=O)N(NC(=O)c2cc(C(F)(F)F)ccc2)C(C)(C)C)cccc1,CHEMBL3814875,4.3585258,0,0,0.83789957,0,-0.853526,0.05618459,-0.22944328,5.4867601,0.19457038,105.26265,0.17456406,0.32549414,0.11530252,3.4042616
O=C(Oc1c(CC=C(C)C)c2OC(=O)C=Cc2c(OC(=O)C)c1)C,CHEMBL3596579,4.3565474,0,0,0.76494777,0,-0.78293419,-0.04129687,-0.36085814,3.1459999,0.15237269,58.451572,0.27660269,0.18774821,0.13218062,3.1037078
O=[N+]([O-])c1c(C2C(C(=O)OCC(C)C)=C(C)NC(C)=C2C(=O)OC)cccc1,CHEMBL1726,4.3555613,0,0,0.76303136,0,-0.81090397,-0.045974888,-0.26127824,3.885,0.12712957,37.495354,0.25770828,0.26118079,0.10593856,3.1490049
O=C(N(NC(=O)c1c(C)c(OC)ccc1)C(C)(C)C)c1cc(C)cc(C)c1,CHEMBL55772,4.3535962,0,0,0.68934429,0,-0.8537612,-0.10713036,-0.22155046,4.882,0.13570878,168.1313,0.14360759,0.21695344,0.083435275,3.3816624
S=C(N/N=C\1/c2[nH]c3c(c2C[C@@H]2N(C)C[C@H](CC)[C@H]([C@@H]2C(=O)OC)C/1)cccc3)NCc1cnccc1,CHEMBL4101435,4.3447657,0,0,0.73648518,0,-0.85542476,0.058249589,-0.30625325,5.5250001,0.099440828,69.568199,0.072167553,0.1807714,0.14463562,3.6990402
Ic1c(OCCN(CC)CC)c(I)cc(C(=O)c2c(CCCC)oc3c2cccc3)c1,CHEMBL633,4.3410354,0,0,0.99715388,0,-0.8559472,-0.022997096,-0.27041867,8.1879997,0.098145679,165.8307,0.037661422,0.1516995,0.017150449,3.7471545
Clc1c(C(=O)N(NC(=O)c2cc(Cl)ccc2)C(C)(C)C)cccc1,CHEMBL2286425,4.3400836,0,0,0.79739535,0,-0.85352904,0.056185029,-0.22995731,5.1440001,0.15998857,117.51756,0.155938,0.23908548,0.09458521,3.2465506
